,city,year,weekofyear,total_cases
1151,iq,2012,34,6
1152,iq,2012,35,6
1153,iq,2012,36,8
1154,iq,2012,37,6
1155,iq,2012,38,9
1156,iq,2012,39,12
1157,iq,2012,40,19
1158,iq,2012,41,8
1159,iq,2012,42,16
1160,iq,2012,43,21
1161,iq,2012,44,6
1162,iq,2012,45,22
1163,iq,2012,46,37
1164,iq,2012,47,33
1165,iq,2012,48,18
1166,iq,2012,49,83
1167,iq,2012,50,116
1168,iq,2012,51,32
1169,iq,2012,52,7
1170,iq,2013,53,9
1171,iq,2013,1,10
1172,iq,2013,2,5
1173,iq,2013,3,8
1174,iq,2013,4,7
1175,iq,2013,5,8
1176,iq,2013,6,11
1177,iq,2013,7,6
1178,iq,2013,8,7
1179,iq,2013,9,7
1180,iq,2013,10,14
1181,iq,2013,11,7
1182,iq,2013,12,9
1183,iq,2013,13,13
1184,iq,2013,14,16
1185,iq,2013,15,7
1186,iq,2013,16,9
1187,iq,2013,17,2
1188,iq,2013,18,13
1189,iq,2013,19,8
1190,iq,2013,20,3
1191,iq,2013,21,5
1192,iq,2013,22,4
1193,iq,2013,23,8
1194,iq,2013,24,2
1195,iq,2013,25,3
1196,iq,2013,26,5
1197,iq,2013,27,7
1198,iq,2013,28,3
1199,iq,2013,29,5
1200,iq,2013,30,6
1201,iq,2013,31,5
1202,iq,2013,32,5
1203,iq,2013,33,4
1204,iq,2013,34,0
1205,iq,2013,35,0
1206,iq,2013,36,0
1207,iq,2013,37,0
1208,iq,2013,38,0
1209,iq,2013,39,2
1210,iq,2013,40,4
1211,iq,2013,41,4
1212,iq,2013,42,3
1213,iq,2013,43,3
1214,iq,2013,44,5
1215,iq,2013,45,6
1216,iq,2013,46,14
1217,iq,2013,47,3
1218,iq,2013,48,7
1219,iq,2013,49,11
1220,iq,2013,50,2
1221,iq,2013,51,6
1222,iq,2014,52,8
1223,iq,2014,1,25
1224,iq,2014,2,21
1225,iq,2014,3,10
1226,iq,2014,4,28
1227,iq,2014,5,39
1228,iq,2014,6,20
1229,iq,2014,7,24
1230,iq,2014,8,28
1231,iq,2014,9,26
1232,iq,2014,10,8
1233,iq,2014,11,9
1234,iq,2014,12,12
1235,iq,2014,13,18
1236,iq,2014,14,9
1237,iq,2014,15,9
1238,iq,2014,16,6
1239,iq,2014,17,6
1240,iq,2014,18,8
1241,iq,2014,19,5
1242,iq,2014,20,7
1243,iq,2014,21,6
1244,iq,2014,22,5
1245,iq,2014,23,3
1246,iq,2014,24,1
1247,iq,2014,25,0
1248,iq,2014,26,1
1249,iq,2014,27,2
1250,iq,2014,28,3
1251,iq,2014,29,2
1252,iq,2014,30,2
1253,iq,2014,31,2
1254,iq,2014,32,2
1255,iq,2014,33,2
1256,iq,2014,34,4
1257,iq,2014,35,0
1258,iq,2014,36,6
1259,iq,2014,37,3
1260,iq,2014,38,2
1261,iq,2014,39,6
1262,iq,2014,40,2
1263,iq,2014,41,7
1264,iq,2014,42,4
1265,iq,2014,43,6
1266,iq,2014,44,6
1267,iq,2014,45,2
1268,iq,2014,46,13
1269,iq,2014,47,10
1270,iq,2014,48,5
1271,iq,2014,49,2
1272,iq,2014,50,0
1273,iq,2014,51,1
1274,iq,2015,1,0
1275,iq,2015,2,14
1276,iq,2015,3,6
1277,iq,2015,4,10
1278,iq,2015,5,5
1279,iq,2015,6,12
1280,iq,2015,7,9
1281,iq,2015,8,5
1282,iq,2015,9,11
1283,iq,2015,10,2
1284,iq,2015,11,6
1285,iq,2015,12,7
1286,iq,2015,13,6
1287,iq,2015,14,5
1288,iq,2015,15,9
1289,iq,2015,16,5
1290,iq,2015,17,8
1291,iq,2015,18,3
1292,iq,2015,19,4
1293,iq,2015,20,11
1294,iq,2015,21,5
1295,iq,2015,22,8
1296,iq,2015,23,4
1297,iq,2015,24,3
1298,iq,2015,25,1
1299,iq,2015,26,2
1300,iq,2015,27,3
1301,iq,2015,28,4
1302,iq,2015,29,1
1303,iq,2015,30,8
1304,iq,2015,31,5
1305,iq,2015,32,3
1306,iq,2015,33,2
1307,iq,2015,34,7
1308,iq,2015,35,1
1309,iq,2015,36,6
1310,iq,2015,37,7
1311,iq,2015,38,5
1312,iq,2015,39,2
1313,iq,2015,40,6
1314,iq,2015,41,11
1315,iq,2015,42,6
1316,iq,2015,43,3
1317,iq,2015,44,11
1318,iq,2015,45,11
1319,iq,2015,46,5
1320,iq,2015,47,4
1321,iq,2015,48,9
1322,iq,2015,49,23
1323,iq,2015,50,28
1324,iq,2015,51,26
1325,iq,2015,52,7
1326,iq,2016,1,29
1327,iq,2016,2,58
1328,iq,2016,3,26
1329,iq,2016,4,38
1330,iq,2016,5,35
1331,iq,2016,6,37
1332,iq,2016,7,20
1333,iq,2016,8,29
1334,iq,2016,9,25
1335,iq,2016,10,23
1336,iq,2016,11,9
1337,iq,2016,12,3
1338,iq,2016,13,6
1339,iq,2016,14,6
1340,iq,2016,15,3
1341,iq,2016,16,1
1342,iq,2016,17,3
1343,iq,2016,18,1
1344,iq,2016,19,1
1345,iq,2016,20,0
1346,iq,2016,21,2
1347,iq,2016,22,1
1348,iq,2016,23,1
1349,iq,2016,24,0
1350,iq,2016,25,0
1351,iq,2016,26,1
1352,iq,2016,27,0
1353,iq,2016,28,3
1354,iq,2016,29,3
1355,iq,2016,30,1
1356,iq,2016,31,5
1357,iq,2016,32,2
1358,iq,2016,33,5
1359,iq,2016,34,5
1360,iq,2016,35,5
1361,iq,2016,36,9
1362,iq,2016,37,17
1363,iq,2016,38,19
1364,iq,2016,39,25
1365,iq,2016,40,45
1366,iq,2016,41,34
1367,iq,2016,42,63
1368,iq,2016,43,44
1369,iq,2016,44,50
1370,iq,2016,45,35
1371,iq,2016,46,16
1372,iq,2016,47,16
1373,iq,2016,48,13
1374,iq,2016,49,9
1375,iq,2016,50,15
1376,iq,2016,51,4
1377,iq,2016,52,0
1378,iq,2017,1,1
1379,iq,2017,2,10
1380,iq,2017,3,11
1381,iq,2017,4,29
1382,iq,2017,5,35
1383,iq,2017,6,30
1384,iq,2017,7,20
1385,iq,2017,8,21
1386,iq,2017,9,12
1387,iq,2017,10,9
1388,iq,2017,11,11
1389,iq,2017,12,9
1390,iq,2017,13,5
1391,iq,2017,14,11
1392,iq,2017,15,3
1393,iq,2017,16,5
1394,iq,2017,17,5
1395,iq,2017,18,4
1396,iq,2017,19,4
1397,iq,2017,20,1
1398,iq,2017,21,0
1399,iq,2017,22,2
1400,iq,2017,23,3
1401,iq,2017,24,3
1402,iq,2017,25,5
1403,iq,2017,26,2
1404,iq,2017,27,1
1405,iq,2017,28,2
1406,iq,2017,29,0
1407,iq,2017,30,0
1408,iq,2017,31,3
1409,iq,2017,32,5
1410,iq,2017,33,5
1411,iq,2017,34,7
1412,iq,2017,35,5
1413,iq,2017,36,2
1414,iq,2017,37,2
1415,iq,2017,38,2
1416,iq,2017,39,0
1417,iq,2017,40,2
1418,iq,2017,41,1
1419,iq,2017,42,1
1420,iq,2017,43,2
1421,iq,2017,44,2
1422,iq,2017,45,3
1423,iq,2017,46,9
1424,iq,2017,47,5
1425,iq,2017,48,5
1426,iq,2017,49,4
1427,iq,2017,50,4
1428,iq,2017,51,1
1429,iq,2017,52,0
1430,iq,2018,53,0
1431,iq,2018,1,10
1432,iq,2018,2,9
1433,iq,2018,3,17
1434,iq,2018,4,16
1435,iq,2018,5,11
1436,iq,2018,6,12
1437,iq,2018,7,19
1438,iq,2018,8,15
1439,iq,2018,9,12
1440,iq,2018,10,12
1441,iq,2018,11,16
1442,iq,2018,12,9
1443,iq,2018,13,4
1444,iq,2018,14,9
1445,iq,2018,15,6
1446,iq,2018,16,8
1447,iq,2018,17,4
1448,iq,2018,18,2
1449,iq,2018,19,7
1450,iq,2018,20,6
1451,iq,2018,21,5
1452,iq,2018,22,8
1453,iq,2018,23,1
1454,iq,2018,24,1
1455,iq,2018,25,4
